"district_no","district","nuts_id","year","var","measure","value","outlier"
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"oats","yield",4.32,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"rye","yield",4.42,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"sb","yield",3.91,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"silage_maize","yield",43,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"wb","yield",5.28,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"wrape","yield",2.87,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1980,"ww","yield",5.02,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"ArabLand","area",972,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"oats","yield",4.89,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"rye","yield",4.32,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"sb","yield",3.93,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"silage_maize","yield",43.8,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"wb","yield",5.41,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"wrape","yield",2.42,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1981,"ww","yield",5.74,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"ArabLand","area",931,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"oats","yield",5.43,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"rye","yield",5.07,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"sb","yield",4.84,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"silage_maize","yield",42.62,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"wb","yield",6.5,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"wrape","yield",3.41,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1982,"ww","yield",6.9,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"ArabLand","area",860,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"grain_maize","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"oats","area",42,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"oats","yield",3.42,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"potat_tot","area",1,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"rye","area",54,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"rye","yield",4.55,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"sb","area",34,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"sb","yield",3.33,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"silage_maize","area",34,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"silage_maize","yield",28.5,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"sugarbeet","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"wb","area",339,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"wb","yield",5.24,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"wrape","area",131,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"wrape","yield",2.51,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"ww","area",176,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1983,"ww","yield",6.32,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"ArabLand","area",832,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"oats","yield",5.38,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"rye","yield",4.94,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"sb","yield",4.3,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"silage_maize","yield",42.23,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"wb","yield",6.43,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"wrape","yield",2.33,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1984,"ww","yield",7.26,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"ArabLand","area",788,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"oats","yield",5.51,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"rye","yield",4.7,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"sb","yield",4.75,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"silage_maize","yield",44.56,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"wb","yield",5.05,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"wrape","yield",3.34,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1985,"ww","yield",7.1,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"ArabLand","area",790,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"oats","yield",5.95,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"rye","yield",5.08,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"sb","yield",4.62,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"silage_maize","yield",42.2,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"wb","yield",6.09,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"wrape","yield",3.64,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1986,"ww","yield",7.78,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"ArabLand","area",644,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"grain_maize","area",2,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"oats","area",42,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"oats","yield",4.83,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"potat_tot","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"rye","area",57,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"rye","yield",4.18,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"sb","area",64,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"sb","yield",3.99,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"silage_maize","area",28,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"silage_maize","yield",25.97,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"sugarbeet","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"wb","area",179,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"wb","yield",5.93,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"wrape","area",99,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"wrape","yield",3,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"ww","area",118,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1987,"ww","yield",7.03,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"ArabLand","area",960,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"oats","yield",4.96,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"rye","yield",5.6,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"sb","yield",4.6,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"silage_maize","yield",44.91,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"wb","yield",7.22,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"wrape","yield",3,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1988,"ww","yield",8.08,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"ArabLand","area",908,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"oats","yield",4.48,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"rye","yield",6.43,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"sb","yield",4.24,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"silage_maize","yield",43.23,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"wb","yield",8.11,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"wrape","yield",3.94,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1989,"ww","yield",8.28,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"ArabLand","area",871,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"oats","yield",5.71,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"rye","yield",6.45,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"sb","yield",5.1,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"silage_maize","yield",36.18,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"wb","yield",7.04,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"wrape","yield",3.45,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1990,"ww","yield",7.87,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"ArabLand","area",858,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"grain_maize","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"oats","area",19,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"oats","yield",7.05,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"potat_tot","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"rye","area",46,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"rye","yield",7.04,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"sb","area",35,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"sb","yield",5.01,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"silage_maize","area",13,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"silage_maize","yield",35.44,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"sugarbeet","area",21,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"sugarbeet","yield",44.66,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"wb","area",100,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"wb","yield",7.5,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"wrape","area",211,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"wrape","yield",3.51,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"ww","area",251,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1991,"ww","yield",8.16,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"ArabLand","area",843,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"oats","yield",3.71,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"rye","yield",6.93,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"sb","yield",2.52,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"silage_maize","yield",32.62,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"sugarbeet","yield",47.55,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"wb","yield",7.44,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"wrape","yield",3.66,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1992,"ww","yield",7.72,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"ArabLand","area",738,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"oats","yield",5.68,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"rye","yield",7.17,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"sb","yield",4.48,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"silage_maize","yield",34.32,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"sugarbeet","yield",48.92,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"wb","yield",6.84,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"wrape","yield",4.07,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1993,"ww","yield",8.08,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"ArabLand","area",522,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"oats","yield",5.04,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"rye","yield",6.99,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"sb","yield",4.92,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"silage_maize","yield",34.71,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"sugarbeet","yield",47.56,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"wb","yield",6.8,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"wrape","yield",3.82,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1994,"ww","yield",8.39,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"ArabLand","area",391,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"grain_maize","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"oats","area",6,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"oats","yield",5.8,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"potat_tot","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"rye","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"rye","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"sb","area",17,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"sb","yield",5.34,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"silage_maize","area",18,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"silage_maize","yield",30.24,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"sugarbeet","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"wb","area",78,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"wb","yield",7.53,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"wrape","area",64,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"wrape","yield",3.49,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"ww","area",80,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1995,"ww","yield",8.85,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"ArabLand","area",401,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"oats","yield",5.97,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"rye","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"sb","yield",4.57,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"silage_maize","yield",29.26,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"wb","yield",6.87,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"wrape","yield",3.45,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1996,"ww","yield",8.64,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"ArabLand","area",395,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"oats","yield",6.56,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"rye","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"sb","yield",4.55,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"silage_maize","yield",37.33,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"wb","yield",8.85,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"wrape","yield",4.13,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1997,"ww","yield",9.1,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"ArabLand","area",391,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"oats","yield",6.79,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"rye","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"sb","yield",5.47,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"silage_maize","yield",33.88,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"wb","yield",8.04,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"wrape","yield",3.94,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1998,"ww","yield",8.44,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"ArabLand","area",391,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"grain_maize","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"oats","area",5,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"oats","yield",6.87,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"potat_tot","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"rye","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"rye","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"sb","area",42,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"sb","yield",6.38,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"silage_maize","area",36,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"silage_maize","yield",40.16,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"sugarbeet","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"triticale","area",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"triticale","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"wb","area",104,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"wb","yield",8.72,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"wrape","area",19.99,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"wrape","yield",3.88,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"ww","area",91.29,0
"01001","Flensburg, kreisfreie Stadt","DEF01",1999,"ww","yield",9.15,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"ArabLand","area",391,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"district","area",5673,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"grain_maize","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"oats","yield",6.28,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"potat_tot","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"rye","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"sb","yield",6.21,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"silage_maize","yield",34.28,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"sugarbeet","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"triticale","yield",NA,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"wb","yield",8.35,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"wrape","yield",3.99,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2000,"ww","yield",9.86,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2001,"ArabLand","area",328,0
"01001","Flensburg, kreisfreie Stadt","DEF01",2001,"district","area",5673,0
