district_no,r2,mae,name,data_point_count,is_low_data
09478,-0.8617127180383204,89.94632371341477,Lichtenfels,17,False
09479,0.30630074830581333,41.312109375000006,Wunsiedel im Fichtelgebirge,4,True
09562,-0.15755702198175237,80.83893571517046,Erlangen,17,False
09564,0.2707086258024741,58.45685309353996,Nürnberg,17,False
09565,0.14721128707243558,50.12015499788172,Schwabach,17,False
09571,-0.07882448075508952,92.6873407164487,Ansbach,22,False
09572,-0.6205163882036131,85.11588240006391,Erlangen-Höchstadt,17,False
09573,-0.042201924123229206,91.3536855350841,Fürth,22,False
09574,0.025219865045505108,56.27807663524852,Nürnberger Land,17,False
09575,-0.04188678676666635,95.19717140717943,Neustadt an der Aisch-Bad Windsheim,22,False
09576,0.22553323108992274,52.217960903379655,Roth,18,False
09577,-0.18536073669492503,79.66263149060701,Weißenburg-Gunzenhausen,19,False
09671,-0.1100988647251473,72.05586883993708,Aschaffenburg,17,False
09672,-0.1604009957175072,86.91645294362847,Bad Kissingen,22,False
09673,0.03518554232232085,70.54854191693391,Rhön-Grabfeld,22,False
09674,-0.060445404961390725,86.20583823897623,Haßberge,22,False
09675,-0.08350707170234717,110.1153770637512,Kitzingen,22,False
09676,0.30180853619994685,54.229017108735555,Miltenberg,21,False
09677,-0.009186711669865844,81.17719491958616,Main-Spessart,22,False
09678,-0.28636725525496587,107.23176807143471,Schweinfurt,22,False
09679,0.002923038085959062,87.25458231319082,Würzburg,22,False
09761,-0.2768453057141218,66.948715468014,Augsburg,17,False
09771,0.6339275245194652,54.04987093578686,Aichach-Friedberg,22,False
09772,0.47588640188984543,59.21965320240369,Augsburg,22,False
09773,0.456477869571817,59.41434346285732,Dillingen an der Donau,22,False
09774,0.5864878856795721,59.00332108757714,Günzburg,22,False
09775,-0.1950789084490261,54.87893784609708,Neu-Ulm,22,False
09777,0.07350939274060753,77.76669192089754,Ostallgäu,17,False
09778,0.4070170537560698,44.43194542379941,Unterallgäu,17,False
09779,0.4213246126275091,60.2023401815241,Donau-Ries,22,False
09780,0.5607813958711324,36.451240216209776,Oberallgäu,7,True
12060,-0.6021827445720287,36.757146112918846,Barnim,4,True
12061,-0.021121129591177068,73.43433494031427,Dahme-Spreewald,5,True
12062,0.22412789772560682,81.69533175659178,Elbe-Elster,20,False
12063,0.2561046277646827,98.54596372377303,Havelland,21,False
12064,-0.38339010722283806,75.17682821637108,Märkisch-Oderland,21,False
12065,-99.0,46.0111179891602,Oberhavel,1,True
12068,-0.17185262627558107,85.20953300052219,Ostprignitz-Ruppin,9,True
12069,-0.45442058778616734,88.05393837642671,Potsdam-Mittelmark,10,False
12070,0.6089730526012995,52.68235632896422,Prignitz,22,False
12071,-536.4864553194119,23.795905253092446,Spree-Neiße,3,True
12072,-0.1018643529136325,60.74626888394353,Teltow-Fläming,8,True
12073,0.11350837748415299,75.10498783284969,Uckermark,22,False
13071,0.5321973028927781,62.75155182597573,Mecklenburgische Seenplatte,22,False
13072,0.7913741438566155,40.964353626730635,Rostock,22,False
13073,0.7525325748154381,53.928259874807424,Vorpommern-Rügen,22,False
13074,0.44392620230051205,54.12468696767633,Nordwestmecklenburg,22,False
13075,0.4344745726599598,61.209740419381575,Vorpommern-Greifswald,22,False
13076,0.4541418938082894,50.91301202942726,Ludwigslust-Parchim,22,False
14521,-99.0,93.14419816293946,Erzgebirgskreis,1,True
14522,0.6273420972444281,50.8219423377071,Mittelsachsen,22,False
14524,-0.08856974674635265,88.72068146219074,Zwickau,18,False
14612,0.37966936797339246,36.34082183522463,Dresden,5,True
14625,0.2776871652209808,70.60945984743194,Bautzen,22,False
14626,0.04979391539533207,64.36655840800972,Görlitz,22,False
14627,0.42260960278312465,76.5957513796137,Meißen,22,False
14628,0.15084088886876112,75.85088312160798,Sächsische Schweiz-Osterzgebirge,16,False
14729,-0.10008924642579764,92.39861767939861,Leipzig,22,False
14730,-0.17886672709193951,107.50749431017871,Nordsachsen,22,False
15001,-0.5752856997258966,81.37898799775334,Dessau-Roßlau,16,False
15003,-0.20365501211717763,83.90349709546636,Magdeburg,19,False
15081,-0.04300944740756418,80.65053745226425,Altmarkkreis Salzwedel,22,False
15082,-0.2897480426351049,102.44152992122817,Anhalt-Bitterfeld,22,False
15083,0.0374682394600524,69.43224933540364,Börde,22,False
15084,-0.08643980440637256,77.12132751520495,Burgenlandkreis,22,False
15085,-0.3449407391779289,82.50223066049222,Harz,22,False
15086,-0.016430017162573085,88.6914851585181,Jerichower Land,22,False
15087,0.07583959066977886,74.26718801068782,Mansfeld-Südharz,22,False
15088,-0.4054719695919691,97.87978698145974,Saalekreis,22,False
15089,-0.20757202686350196,87.51009059694798,Salzlandkreis,22,False
15090,-0.04935551390820603,84.84282298694957,Stendal,22,False
15091,-0.4573811376236012,112.46220417360409,Wittenberg,22,False
16052,0.3200006132525822,72.26779909133911,Gera,22,False
16055,-0.7558402243064699,51.61780804104272,Weimar,9,True
16061,0.06476286207376525,75.45073739647866,Eichsfeld,16,False
16062,-0.033477563188736514,66.58588339632207,Nordhausen,22,False
16063,-6.738098030283344,89.3865527747461,Wartburgkreis,5,True
16064,-0.1424666679357427,56.973609334772284,Unstrut-Hainich-Kreis,22,False
16065,-0.2771206863530107,74.26301480726762,Kyffhäuserkreis,22,False
16066,0.23730811753919923,52.80604634094236,Schmalkalden-Meiningen,20,False
16067,-0.045723388924412633,71.4899590093439,Gotha,22,False
16068,-0.23652092396833768,74.1357506682656,Sömmerda,22,False
16069,-0.6658502906911978,87.2315956020355,Hildburghausen,16,False
16070,0.0847932713043078,75.18785497565018,Ilm-Kreis,19,False
16071,-0.07530966217928126,67.3420903743397,Weimarer Land,22,False
16074,0.22372179311519003,69.83098517851398,Saale-Holzland-Kreis,22,False
16075,-0.02478688977937682,79.70126546512948,Saale-Orla-Kreis,22,False
16076,0.03872177900491258,75.16328620563856,Greiz,22,False
16077,0.29627258432469883,62.1580276957425,Altenburger Land,22,False
