district_no,year,yield,avg_elevation,avg_soil_pawc,pflanzliche_erzeugung_lag1,zuckerrben_lag1,dngemittel_Q1_lag1,dngemittel_Q2_lag1,dngemittel_Q3_lag1,dngemittel_Q4_lag1,energie_und_schmierstoffe_Q1_lag1,energie_und_schmierstoffe_Q2_lag1,energie_und_schmierstoffe_Q3_lag1,energie_und_schmierstoffe_Q4_lag1,pflanzenschutzmittel_Q1_lag1,pflanzenschutzmittel_Q2_lag1,pflanzenschutzmittel_Q3_lag1,pflanzenschutzmittel_Q4_lag1,saat_und_pflanzgut_Q1_lag1,saat_und_pflanzgut_Q2_lag1,saat_und_pflanzgut_Q3_lag1,saat_und_pflanzgut_Q4_lag1,winter_temp_anomaly,winter_precip_anomaly,forecasted_temp_anomaly,forecasted_precip_anomaly
3101,2018,69.5,79.36886014887196,46.774093627551125,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.042537206440372,0.14175276784995613,-0.20648235078024055,3.8313995970260773e-07
3101,2019,72.34,79.36886014887196,46.774093627551125,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.32046238847504205,-0.1091502425894375,0.8148636258843382,9.619493724587706e-07
3101,2020,72.26,79.36886014887196,46.774093627551125,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.6906949126329855,0.22537005917498618,0.8549089479719544,-7.326359578111409e-07
3101,2021,77.36,79.36886014887196,46.774093627551125,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.424510020929445,0.051381309509228354,0.3538788112145931,-1.6752499292390694e-07
3102,2017,89.36,117.4934737513266,52.202526218022896,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.4031157042343936,-0.524282759000315,0.5846381863085005,1.0527557209016903e-06
3102,2018,65.23,117.4934737513266,52.202526218022896,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.085250055663913,0.11612768896629357,-0.19411310457940797,4.4997180135786863e-07
3102,2019,77.05,117.4934737513266,52.202526218022896,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.25745430263749236,-0.01609268883504192,0.8173892232699984,9.976604048304969e-07
3102,2020,80.29,117.4934737513266,52.202526218022896,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.731782223272819,0.19618112158681006,0.8508864711050005,-7.600479370413669e-07
3102,2021,90.78,117.4934737513266,52.202526218022896,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.3898720867362909,0.056765766897471974,0.3606859432150375,-1.421843236335234e-07
3103,2017,78.2,82.63539670359086,43.88645822268728,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.3641877210795106,-0.5117028467036564,0.5934182621763229,7.857332679646663e-07
3103,2018,44.63,82.63539670359086,43.88645822268728,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.038880987538484,0.13732692868069757,-0.21863940100271143,3.483818238974402e-07
3103,2020,74.78,82.63539670359086,43.88645822268728,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.7029589993768824,0.21748953427301004,0.8621151614422724,-6.531336148939323e-07
3151,2017,80.12,73.6892495743334,42.563852771214265,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.35336402629955,-0.5146503448486328,0.5921801099737019,7.390498608886392e-07
3151,2018,75.15,73.6892495743334,42.563852771214265,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.033269986585904,0.15296709537506104,-0.22948880307670186,2.6499735636398313e-07
3151,2019,74.67,73.6892495743334,42.563852771214265,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.41466843553917465,-0.17817795276641846,0.8007339381287133,1.051617280137587e-06
3151,2020,77.81,73.6892495743334,42.563852771214265,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.7077598667425485,0.2607966661453247,0.8584797542335564,-7.278184923118152e-07
3151,2021,80.22,73.6892495743334,42.563852771214265,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.4596766924436328,0.03282368183135986,0.3329379032544826,-1.7952512454943228e-07
3153,2017,85.69,387.65537837221,68.64159594833163,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.4493140207841426,-0.5252874009574929,0.5841553284830721,1.0099314522755127e-06
3153,2018,63.27,387.65537837221,68.64159594833163,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.1718407884812487,0.10954793699994336,-0.1738432390091798,5.46600290003314e-07
3153,2019,79.57,387.65537837221,68.64159594833163,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.24367868731451806,0.02233657798998845,0.8290836701426855,9.130811096187584e-07
3153,2020,79.79,387.65537837221,68.64159594833163,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.8039286417774565,0.18157577138347145,0.8504736069940431,-6.598946419684549e-07
3153,2021,85.36,387.65537837221,68.64159594833163,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.39854865393122524,0.04605013136502363,0.37605395396428615,-1.4682980630144056e-07
3154,2017,78.37,120.71246267567484,47.3940791687049,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.428260442978785,-0.5106630628077528,0.5933270283863677,8.21816282338492e-07
3154,2018,53.7,120.71246267567484,47.3940791687049,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.0170535055910925,0.14901596265045516,-0.20906052304584954,4.1543550578477287e-07
3154,2019,68.84,120.71246267567484,47.3940791687049,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.3340833853098944,-0.13705042518336757,0.8306854996947879,7.227611597928496e-07
3154,2020,69.86,120.71246267567484,47.3940791687049,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.7457109208306199,0.18725209674809973,0.8647299404748402,-6.024377526076086e-07
3154,2021,76.06,120.71246267567484,47.3940791687049,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.4661957685639735,0.06525063671450951,0.3655772522462073,-2.2641307609301937e-07
3155,2017,88.15,231.4685232956745,58.19983547821087,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.2301710051492236,-0.5559181571006775,0.5736595111229443,1.118881347798069e-06
3155,2018,83.05,231.4685232956745,58.19983547821087,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.0003337888175627,0.1290227174758911,-0.1584409305318677,6.270892621544938e-07
3155,2019,81.1,231.4685232956745,58.19983547821087,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.24780030186938545,-0.020285606384277344,0.8106801121007446,1.2911119658635593e-06
3155,2020,88.53,231.4685232956745,58.19983547821087,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.5590227179501435,0.2373415231704712,0.8364567289564421,-6.525215877443983e-07
3155,2021,85.12,231.4685232956745,58.19983547821087,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.48194023268566194,0.0934755802154541,0.36277988412440204,-3.519730278833342e-08
3157,2017,84.09,73.38944065927016,45.43448187787549,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.328741897076739,-0.5276429831568888,0.5843410979090969,9.691886450947e-07
3157,2018,69.87,73.38944065927016,45.43448187787549,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.040179336520461,0.13769535151507065,-0.2076851069978432,3.73246503153536e-07
3157,2019,69.48,73.38944065927016,45.43448187787549,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.3160308917059068,-0.11112821974392452,0.8031475411108631,1.1408107427632639e-06
3157,2020,79.48,73.38944065927016,45.43448187787549,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.6821112634037705,0.24276594295779158,0.849088480897864,-8.056906004616784e-07
3157,2021,81.71,73.38944065927016,45.43448187787549,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.41465847822648416,0.05712686877763895,0.34405585896587326,-1.2860238006882673e-07
3158,2017,82.78,130.02412529590924,49.33051719467714,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.4087848939202576,-0.5193981542525192,0.5877164698714731,9.8373314707866e-07
3158,2018,63.9,130.02412529590924,49.33051719467714,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.0754532508758317,0.10246887237986371,-0.19621373040402637,4.481292705883456e-07
3158,2019,77.95,130.02412529590924,49.33051719467714,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.24515844977133863,-0.028478949343211525,0.8257640637154032,8.558257949330012e-07
3158,2020,74.97,130.02412529590924,49.33051719467714,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.7220702059463492,0.198308719175497,0.8557905490601139,-7.001568213091939e-07
3158,2021,81.17,130.02412529590924,49.33051719467714,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.4151410807600193,0.08141765905668857,0.36693200800618864,-1.774491918455909e-07
3241,2017,85.45,65.35178068571408,44.86763110898455,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.319920843507226,-0.5397689235895075,0.5770297576175885,9.915448682555724e-07
3241,2018,74.81,65.35178068571408,44.86763110898455,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.0150397571412844,0.0948882288201757,-0.21737819292850843,3.1479701161091706e-07
3241,2019,74.78,65.35178068571408,44.86763110898455,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.2959945963330431,-0.1199501324565535,0.7767806562079417,1.4933374001019392e-06
3241,2020,82.52,65.35178068571408,44.86763110898455,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.6446242177742012,0.3043315004758981,0.8365216198505309,-9.645926639367924e-07
3241,2021,84.76,65.35178068571408,44.86763110898455,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.40103094347662954,0.07705466346354398,0.3207435256201964,-6.219134840007364e-08
3251,2017,83.6,37.82531227909938,50.47574318137497,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.25637950052553,-0.5100392959209165,0.563846340080414,8.022618053519101e-07
3251,2018,53.63,37.82531227909938,50.47574318137497,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.0581576881289347,0.02089527405423986,-0.2606014535631722,5.828472017205316e-08
3251,2019,62.66,37.82531227909938,50.47574318137497,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.28622929002091985,-0.1427691330946219,0.726150257243372,1.979890906905273e-06
3251,2020,77.31,37.82531227909938,50.47574318137497,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.5775926146733464,0.3390294336335767,0.7919601945018789,-1.0265131713765397e-06
3251,2021,81.42,37.82531227909938,50.47574318137497,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.3888532366588561,0.0756211035530747,0.2727136766488257,4.3413942541287295e-08
3252,2017,86.76,168.64624754132518,59.42615305944366,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.2911102243707147,-0.551921010017395,0.5695023778525601,1.3578493071578069e-06
3252,2018,78.89,168.64624754132518,59.42615305944366,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.009980432137023,0.08103597164154053,-0.18483235652261118,5.03055514447112e-07
3252,2019,83.27,168.64624754132518,59.42615305944366,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.24945013526146295,-0.04463398456573486,0.7820496410501079,1.6259675948024718e-06
3252,2020,88.27,168.64624754132518,59.42615305944366,101.9,90.0,100.9,102.6,103.2,103.9,108.9,111.8,110.5,111.0,98.7,98.9,99.2,99.6,100.1,102.5,99.7,99.7,0.5658984234673382,0.2860453128814697,0.8310032488632274,-9.417081884749317e-07
3252,2021,86.29,168.64624754132518,59.42615305944366,100.0,100.0,103.7,101.1,95.4,99.8,113.2,94.1,97.6,95.1,99.6,99.9,99.8,100.8,99.3,99.7,100.5,100.6,-0.36899804936696595,0.11220002174377441,0.3337985252906943,2.3596780009489276e-08
3254,2017,85.16,145.42201172754338,54.37337369926457,92.6,111.4,100.5,98.5,92.2,92.0,90.5,94.2,96.2,100.4,97.0,97.0,97.0,97.9,95.4,96.8,95.3,94.7,-2.330981642268694,-0.5448952547191279,0.5779274686016334,1.2067738476120835e-06
3254,2018,71.17,145.42201172754338,54.37337369926457,93.1,96.7,93.4,96.4,93.4,93.6,102.9,102.7,98.7,102.5,98.8,99.5,99.5,99.4,96.6,96.5,95.9,96.7,-1.0300114357118806,0.12377833216602047,-0.18768879301644287,4.901553085969562e-07
3254,2019,77.85,145.42201172754338,54.37337369926457,102.7,95.4,96.0,96.8,95.7,99.2,105.5,106.1,108.8,116.1,100.0,99.6,98.6,98.3,96.5,97.8,98.9,98.9,0.2701834902290736,-0.039673068275439274,0.8032719219666977,1.2761222916773577e-06
