district_no,year,yield,state_name,latitude,longitude,pflanzliche_erzeugung,zuckerrben,dngemittel,energie_und_schmierstoffe,pflanzenschutzmittel,saat_und_pflanzgut,Field_ha,Harvested_t,Yield_dt/ha,kreisYield,kreisField_ha,temp_mean_early_growth,national_campaign_start_day_of_year,national_campaign_end_day_of_year,national_campaign_duration,producer_price_index,fertilizer_price_index,energy_price_index,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,solar_rad_peak_growth,avg_elevation,avg_soil_pawc,pflanzliche_erzeugung_lag1,zuckerrben_lag1,dngemittel_lag1,pflanzenschutzmittel_lag1,saat_und_pflanzgut_lag1,energie_und_schmierstoffe_lag1,winter_temp_anomaly,winter_precip_anomaly
01054,2021,93.31,Schleswig-Holstein,54.60900681856426,8.888943832957597,114.3,105.1,114.25,118.325,101.675,103.975,9200.0,783300.0,846.9,93.31,1013.640334143771,13.324868,257.0,22.0,129.0,105.1,114.25,118.325,256.65134,16.923311,0.0,14724028.0,3.878989444346276,57.13157050524072,100.0,100.0,100.0,100.025,100.025,100.0,-0.12391997538520627,-0.09085921103293748
01058,2018,74.42,Schleswig-Holstein,54.28851736791115,9.781565158652674,102.7,95.4,96.925,109.125,99.125,98.025,9400.0,640500.0,683.6,74.42,1023.3294309196468,16.051552,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,118.95138,17.634565,5.0,16094589.0,18.6739993731766,53.52441928771236,93.1,96.7,94.2,99.3,96.425,101.7,-0.9526663309852665,0.11035601205705836
01058,2019,83.81,Schleswig-Holstein,54.28851736791115,9.781565158652674,101.9,90.0,102.65,110.55,99.1,100.5,9700.0,842800.0,870.7,83.81,933.6820937938644,14.108966,258.0,15.0,121.0,90.0,102.65,110.55,234.00311,16.58614,2.0,14502322.0,18.6739993731766,53.52441928771236,102.7,95.4,96.925,99.125,98.025,109.125,0.5754004511302355,-0.20980711549782038
01058,2020,81.04,Schleswig-Holstein,54.28851736791115,9.781565158652674,100.0,100.0,100.0,100.0,100.025,100.025,9900.0,802800.0,809.6,81.04,990.9782596455308,13.821274,269.0,8.0,105.0,100.0,100.0,100.0,171.45691,16.506718,0.0,14778614.0,18.6739993731766,53.52441928771236,101.9,90.0,102.65,99.1,100.5,110.55,0.8589180454562779,0.2691202419517791
01058,2021,81.67,Schleswig-Holstein,54.28851736791115,9.781565158652674,114.3,105.1,114.25,118.325,101.675,103.975,9200.0,783300.0,846.9,81.67,887.1932921393397,13.956355,257.0,22.0,129.0,105.1,114.25,118.325,236.9962,16.814352,0.0,14044374.0,18.6739993731766,53.52441928771236,100.0,100.0,100.0,100.025,100.025,100.0,-0.1876093481961334,-0.04872323646982524
01059,2018,76.15,Schleswig-Holstein,54.61785881405948,9.48754409584054,102.7,95.4,96.925,109.125,99.125,98.025,9400.0,640500.0,683.6,76.15,1047.1181962447072,15.773316,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,133.82068,17.379166,2.0,16100814.0,21.813499268367053,51.94983958903685,93.1,96.7,94.2,99.3,96.425,101.7,-0.8981082599816546,0.06594759887482526
01059,2019,83.37,Schleswig-Holstein,54.61785881405948,9.48754409584054,101.9,90.0,102.65,110.55,99.1,100.5,9700.0,842800.0,870.7,83.37,928.780290652601,13.764474,258.0,15.0,121.0,90.0,102.65,110.55,262.75266,16.42672,0.0,14565299.0,21.813499268367053,51.94983958903685,102.7,95.4,96.925,99.125,98.025,109.125,0.591950564851345,-0.18752330887670532
01059,2020,83.2,Schleswig-Holstein,54.61785881405948,9.48754409584054,100.0,100.0,100.0,100.0,100.025,100.025,9900.0,802800.0,809.6,83.2,1017.3913030911668,13.603547,269.0,8.0,105.0,100.0,100.0,100.0,180.57063,16.308022,0.0,14849913.0,21.813499268367053,51.94983958903685,101.9,90.0,102.65,99.1,100.5,110.55,0.8812571328820127,0.3133632143770264
01059,2021,81.92,Schleswig-Holstein,54.61785881405948,9.48754409584054,114.3,105.1,114.25,118.325,101.675,103.975,9200.0,783300.0,846.9,81.92,889.9090791239709,13.545813,257.0,22.0,129.0,105.1,114.25,118.325,240.12599,16.675528,0.0,14188758.0,21.813499268367053,51.94983958903685,100.0,100.0,100.0,100.025,100.025,100.0,-0.23799343645424642,-0.10419780213917063
01060,2018,57.12,Schleswig-Holstein,53.91993466525943,10.141101594511628,102.7,95.4,96.925,109.125,99.125,98.025,9400.0,640500.0,683.6,57.12,785.4417776690436,16.456121,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,103.40789,17.92072,9.0,16029863.0,34.30699266787498,50.82564035364499,93.1,96.7,94.2,99.3,96.425,101.7,-0.9943169632297781,0.11316764578519733
01060,2019,87.71,Schleswig-Holstein,53.91993466525943,10.141101594511628,101.9,90.0,102.65,110.55,99.1,100.5,9700.0,842800.0,870.7,87.71,977.1298943641552,14.552205,258.0,15.0,121.0,90.0,102.65,110.55,222.24788,16.811007,3.0,14299665.0,34.30699266787498,50.82564035364499,102.7,95.4,96.925,99.125,98.025,109.125,0.5846732274106898,-0.2095070254176763
01060,2020,76.03,Schleswig-Holstein,53.91993466525943,10.141101594511628,100.0,100.0,100.0,100.0,100.025,100.025,9900.0,802800.0,809.6,76.03,929.7146727646804,14.17349,269.0,8.0,105.0,100.0,100.0,100.0,167.74579,16.772795,5.0,14653286.0,34.30699266787498,50.82564035364499,101.9,90.0,102.65,99.1,100.5,110.55,0.8637316477198169,0.2227336157613422
01060,2021,82.84,Schleswig-Holstein,53.91993466525943,10.141101594511628,114.3,105.1,114.25,118.325,101.675,103.975,9200.0,783300.0,846.9,82.84,899.903175227414,14.339193,257.0,22.0,129.0,105.1,114.25,118.325,230.36739,16.96342,0.0,13734829.0,34.30699266787498,50.82564035364499,100.0,100.0,100.0,100.025,100.025,100.0,-0.1831745191136065,0.005694494987522392
01061,2018,65.86,Schleswig-Holstein,53.9284280864405,9.518983361623944,102.7,95.4,96.925,109.125,99.125,98.025,9400.0,640500.0,683.6,65.86,905.6231701205044,16.688988,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,111.71308,17.858156,7.0,16091189.0,8.498057820216552,61.49693127291663,93.1,96.7,94.2,99.3,96.425,101.7,-0.9180877457518477,0.10616714775063496
01061,2019,82.63,Schleswig-Holstein,53.9284280864405,9.518983361623944,101.9,90.0,102.65,110.55,99.1,100.5,9700.0,842800.0,870.7,82.63,920.5363490059304,14.542557,258.0,15.0,121.0,90.0,102.65,110.55,231.1923,16.875362,3.0,14556946.0,8.498057820216552,61.49693127291663,102.7,95.4,96.925,99.125,98.025,109.125,0.552806092422145,-0.19352230163686746
01061,2020,79.2,Schleswig-Holstein,53.9284280864405,9.518983361623944,100.0,100.0,100.0,100.0,100.025,100.025,9900.0,802800.0,809.6,79.2,968.4782596733224,14.234939,269.0,8.0,105.0,100.0,100.0,100.0,176.44615,16.822771,7.0,14727829.0,8.498057820216552,61.49693127291663,101.9,90.0,102.65,99.1,100.5,110.55,0.8250167117805063,0.2509128548249404
01061,2021,76.46,Schleswig-Holstein,53.9284280864405,9.518983361623944,114.3,105.1,114.25,118.325,101.675,103.975,9200.0,783300.0,846.9,76.46,830.5962913796242,14.2987585,257.0,22.0,129.0,105.1,114.25,118.325,244.44383,17.01466,0.0,14001810.0,8.498057820216552,61.49693127291663,100.0,100.0,100.0,100.025,100.025,100.0,-0.19239714305217603,-0.021035057627324383
03101,2018,69.5,Niedersachsen,52.27541301031559,10.52443500614499,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,69.5,10320.695087863429,17.474417,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,98.136665,19.130045,12.0,17130384.0,79.36886014887196,46.774093627551125,93.1,96.7,94.2,99.3,96.425,101.7,-0.8931036569464936,0.05482218531959315
03101,2019,72.34,Niedersachsen,52.27541301031559,10.52443500614499,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,72.34,10084.88066592304,15.819146,258.0,15.0,121.0,90.0,102.65,110.55,144.08665,17.990467,9.0,15128691.0,79.36886014887196,46.774093627551125,102.7,95.4,96.925,99.125,98.025,109.125,0.46994479254766475,-0.17701913204615272
03101,2020,72.26,Niedersachsen,52.27541301031559,10.52443500614499,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,72.26,9064.449205325356,14.887779,269.0,8.0,105.0,100.0,100.0,100.0,179.58334,17.839859,5.0,15071155.0,79.36886014887196,46.774093627551125,101.9,90.0,102.65,99.1,100.5,110.55,0.8401645253395031,0.1321124189271241
03101,2021,77.36,Niedersachsen,52.27541301031559,10.52443500614499,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,77.36,9250.595430959818,15.434853,257.0,22.0,129.0,105.1,114.25,118.325,202.65668,17.343088,0.0,13596580.0,79.36886014887196,46.774093627551125,100.0,100.0,100.0,100.025,100.025,100.0,-0.27507956634781294,-0.028708303634024546
03102,2018,65.23,Niedersachsen,52.12521522445356,10.37158734427358,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,65.23,9686.603461601891,17.281927,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,105.225,19.07748,12.0,17267506.0,117.4934737513266,52.202526218022896,93.1,96.7,94.2,99.3,96.425,101.7,-0.9348542254150516,0.03268163919027467
03102,2019,77.05,Niedersachsen,52.12521522445356,10.37158734427358,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,77.05,10741.499243978024,15.736161,258.0,15.0,121.0,90.0,102.65,110.55,151.57999,17.950722,9.0,15232918.0,117.4934737513266,52.202526218022896,102.7,95.4,96.925,99.125,98.025,109.125,0.40777198676568105,-0.08721099228743678
03102,2020,80.29,Niedersachsen,52.12521522445356,10.37158734427358,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,80.29,10071.749608297436,14.846191,269.0,8.0,105.0,100.0,100.0,100.0,193.005,17.837185,5.0,15149956.0,117.4934737513266,52.202526218022896,101.9,90.0,102.65,99.1,100.5,110.55,0.8821092325758286,0.10667211579597269
03102,2021,90.78,Niedersachsen,52.12521522445356,10.37158734427358,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,90.78,10855.339364303676,15.437936,257.0,22.0,129.0,105.1,114.25,118.325,230.805,17.297213,0.0,13714271.0,117.4934737513266,52.202526218022896,100.0,100.0,100.0,100.025,100.025,100.0,-0.23949625692017662,-0.02158494427127222
03103,2018,44.63,Niedersachsen,52.4105998245712,10.783978400832318,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,44.63,6627.519737717192,17.589424,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,93.85,19.218538,12.0,17042336.0,82.63539670359086,43.88645822268728,93.1,96.7,94.2,99.3,96.425,101.7,-0.8879672523950717,0.05113051989060713
03103,2020,74.78,Niedersachsen,52.4105998245712,10.783978400832318,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,74.78,9380.56340401647,14.926421,269.0,8.0,105.0,100.0,100.0,100.0,180.39,17.909199,5.0,15027343.0,82.63539670359086,43.88645822268728,102.7,95.4,96.925,99.125,98.025,109.125,0.8539458317662252,0.12526427018398678
03151,2018,75.15,Niedersachsen,52.57964993710375,10.604223248130491,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,75.15,11159.715623783262,17.674286,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,98.215004,19.136011,12.0,16880180.0,73.6892495743334,42.563852771214265,93.1,96.7,94.2,99.3,96.425,101.7,-0.8918865008382113,0.06855000482547835
03151,2019,74.67,Niedersachsen,52.57964993710375,10.604223248130491,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,74.67,10409.704718336652,15.982618,258.0,15.0,121.0,90.0,102.65,110.55,167.38182,17.967564,9.0,14868786.0,73.6892495743334,42.563852771214265,102.7,95.4,96.925,99.125,98.025,109.125,0.5560156627911965,-0.23834953335736886
03151,2020,77.81,Niedersachsen,52.57964993710375,10.604223248130491,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,77.81,9760.653095299833,15.039328,269.0,8.0,105.0,100.0,100.0,100.0,185.77637,17.794249,6.0,14820814.0,73.6892495743334,42.563852771214265,101.9,90.0,102.65,99.1,100.5,110.55,0.8490759067810245,0.1684845875599461
03151,2021,80.22,Niedersachsen,52.57964993710375,10.604223248130491,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,80.22,9592.590039705232,15.524002,257.0,22.0,129.0,105.1,114.25,118.325,194.92955,17.436302,0.0,13361773.0,73.6892495743334,42.563852771214265,100.0,100.0,100.0,100.025,100.025,100.0,-0.3182980721365425,-0.04279718965290735
03153,2018,63.27,Niedersachsen,51.874520939751854,10.400808060260024,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,63.27,9395.545010203154,15.419658,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,110.627495,17.292974,2.0,17169810.0,387.65537837221,68.64159594833163,93.1,96.7,94.2,99.3,96.425,101.7,-1.0293879814171305,0.02776396397372527
03153,2019,79.57,Niedersachsen,51.874520939751854,10.400808060260024,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,79.57,11092.81109465712,13.953167,258.0,15.0,121.0,90.0,102.65,110.55,167.03334,16.0621,2.0,15139928.0,387.65537837221,68.64159594833163,102.7,95.4,96.925,99.125,98.025,109.125,0.3861362491784348,-0.052630111950916936
03153,2020,79.79,Niedersachsen,51.874520939751854,10.400808060260024,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,79.79,10009.028537128564,13.008805,269.0,8.0,105.0,100.0,100.0,100.0,207.82501,16.062916,2.0,14997075.0,387.65537837221,68.64159594833163,101.9,90.0,102.65,99.1,100.5,110.55,0.9464367968968759,0.09391995519615048
03153,2021,85.36,Niedersachsen,51.874520939751854,10.400808060260024,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,85.36,10207.223707170762,13.69239,257.0,22.0,129.0,105.1,114.25,118.325,260.13004,15.399467,0.0,13576121.0,387.65537837221,68.64159594833163,100.0,100.0,100.0,100.025,100.025,100.0,-0.2561152157292099,-0.03241510067692299
03154,2018,53.7,Niedersachsen,52.26051622712252,10.889356469804484,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,53.7,7974.407571485844,17.359377,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,84.06375,19.077482,12.0,17178296.0,120.71246267567484,47.3940791687049,93.1,96.7,94.2,99.3,96.425,101.7,-0.8634870189173967,0.06378683990378242
03154,2019,68.84,Niedersachsen,52.26051622712252,10.889356469804484,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,68.84,9596.947539979848,15.750213,258.0,15.0,121.0,90.0,102.65,110.55,147.41626,17.858456,9.0,15293446.0,120.71246267567484,47.3940791687049,102.7,95.4,96.925,99.125,98.025,109.125,0.487621196460168,-0.2008508612190706
03154,2020,69.86,Niedersachsen,52.26051622712252,10.889356469804484,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,69.86,8763.38806371477,14.687617,269.0,8.0,105.0,100.0,100.0,100.0,174.54874,17.77447,5.0,15217455.0,120.71246267567484,47.3940791687049,101.9,90.0,102.65,99.1,100.5,110.55,0.899334356342365,0.09939287385997142
03154,2021,76.06,Niedersachsen,52.26051622712252,10.889356469804484,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,76.06,9095.143336075542,15.303548,257.0,22.0,129.0,105.1,114.25,118.325,197.58624,17.226381,0.0,13657848.0,120.71246267567484,47.3940791687049,100.0,100.0,100.0,100.025,100.025,100.0,-0.31262028548110266,-0.013769149476635878
03155,2018,83.05,Niedersachsen,51.74240833313617,9.847876396760032,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,83.05,12332.859381972054,16.383282,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,115.90235,18.250153,9.0,17409952.0,231.4685232956745,58.19983547821087,93.1,96.7,94.2,99.3,96.425,101.7,-0.8540280464210355,0.04873529957553546
03155,2019,81.1,Niedersachsen,51.74240833313617,9.847876396760032,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,81.1,11306.107575426577,14.825593,258.0,15.0,121.0,90.0,102.65,110.55,164.82704,16.95048,4.0,15158694.0,231.4685232956745,58.19983547821087,102.7,95.4,96.925,99.125,98.025,109.125,0.3941412985306556,-0.0899554952804743
03155,2020,88.53,Niedersachsen,51.74240833313617,9.847876396760032,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,88.53,11105.392861160444,14.028285,269.0,8.0,105.0,100.0,100.0,100.0,203.95412,16.910269,2.0,15023238.0,231.4685232956745,58.19983547821087,101.9,90.0,102.65,99.1,100.5,110.55,0.7053372656772012,0.1493508159292718
03155,2021,85.12,Niedersachsen,51.74240833313617,9.847876396760032,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,85.12,10178.524858884432,14.6795635,257.0,22.0,129.0,105.1,114.25,118.325,250.49939,16.34048,0.0,13664557.0,231.4685232956745,58.19983547821087,100.0,100.0,100.0,100.025,100.025,100.0,-0.3356571108065509,0.01571595641427659
03157,2018,69.87,Niedersachsen,52.30406892918637,10.255258372700167,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,69.87,10375.639795525436,17.513088,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,103.32286,19.157343,12.0,17155536.0,73.38944065927016,45.43448187787549,93.1,96.7,94.2,99.3,96.425,101.7,-0.8926017280412566,0.05152031722104722
03157,2019,69.48,Niedersachsen,52.30406892918637,10.255258372700167,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,69.48,9686.169597295177,15.861959,258.0,15.0,121.0,90.0,102.65,110.55,146.12715,18.085793,9.0,15113266.0,73.38944065927016,45.43448187787549,102.7,95.4,96.925,99.125,98.025,109.125,0.46363218071826395,-0.17843615554412562
03157,2020,79.48,Niedersachsen,52.30406892918637,10.255258372700167,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,79.48,9970.141473003863,15.009414,269.0,8.0,105.0,100.0,100.0,100.0,178.73001,17.912767,5.0,15049345.0,73.38944065927016,45.43448187787549,101.9,90.0,102.65,99.1,100.5,110.55,0.8297446089714526,0.14874974460718748
03157,2021,81.71,Niedersachsen,52.30406892918637,10.255258372700167,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,81.71,9770.76205614952,15.519972,257.0,22.0,129.0,105.1,114.25,118.325,205.17714,17.423786,0.0,13645038.0,73.38944065927016,45.43448187787549,100.0,100.0,100.0,100.025,100.025,100.0,-0.2670276507136009,-0.022876983021405173
03158,2018,63.9,Niedersachsen,52.12706030124737,10.584810588618774,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,63.9,9489.099512438464,17.110954,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,102.60728,18.937078,12.0,17305284.0,130.02412529590924,49.33051719467714,93.1,96.7,94.2,99.3,96.425,101.7,-0.9186733510529734,0.021357281159990915
03158,2019,77.95,Niedersachsen,52.12706030124737,10.584810588618774,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,77.95,10866.967762077702,15.585911,258.0,15.0,121.0,90.0,102.65,110.55,154.05182,17.77711,9.0,15329231.0,130.02412529590924,49.33051719467714,102.7,95.4,96.925,99.125,98.025,109.125,0.4019661343373855,-0.09909338153174807
03158,2020,74.97,Niedersachsen,52.12706030124737,10.584810588618774,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,74.97,9404.39741106064,14.633143,269.0,8.0,105.0,100.0,100.0,100.0,194.0091,17.68932,5.0,15232778.0,130.02412529590924,49.33051719467714,101.9,90.0,102.65,99.1,100.5,110.55,0.8787573097134214,0.11004843792340302
03158,2021,81.17,Niedersachsen,52.12706030124737,10.584810588618774,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,81.17,9706.189647505282,15.278008,257.0,22.0,129.0,105.1,114.25,118.325,230.54182,17.12999,0.0,13754880.0,130.02412529590924,49.33051719467714,100.0,100.0,100.0,100.025,100.025,100.0,-0.25839040934829427,0.0018244754353538006
03241,2018,74.81,Niedersachsen,52.42157736272502,9.719983266965194,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,74.81,11109.225892418171,17.380135,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,114.14903,18.9071,12.0,16978368.0,65.35178068571408,44.86763110898455,93.1,96.7,94.2,99.3,96.425,101.7,-0.8644410590895859,0.01120905423955798
03241,2019,74.78,Niedersachsen,52.42157736272502,9.719983266965194,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,74.78,10425.039759437725,15.687535,258.0,15.0,121.0,90.0,102.65,110.55,162.20451,18.020483,9.0,14925418.0,65.35178068571408,44.86763110898455,102.7,95.4,96.925,99.125,98.025,109.125,0.4465884732893528,-0.18706516613494417
03241,2020,82.52,Niedersachsen,52.42157736272502,9.719983266965194,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,82.52,10351.485585710603,14.988842,269.0,8.0,105.0,100.0,100.0,100.0,182.18709,17.794092,6.0,14820319.0,65.35178068571408,44.86763110898455,101.9,90.0,102.65,99.1,100.5,110.55,0.7951854449605094,0.2049052882629665
03241,2021,84.76,Niedersachsen,52.42157736272502,9.719983266965194,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,84.76,10135.476586454944,15.32297,257.0,22.0,129.0,105.1,114.25,118.325,215.1984,17.345615,0.0,13614266.0,65.35178068571408,44.86763110898455,100.0,100.0,100.0,100.025,100.025,100.0,-0.25047139525293005,-0.005133255278637394
03251,2018,53.63,Niedersachsen,52.727439366186495,8.700992571619611,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,53.63,7964.012626793031,17.21437,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,100.83963,18.604012,11.0,16547812.0,37.82531227909938,50.47574318137497,93.1,96.7,94.2,99.3,96.425,101.7,-0.9093919129257415,-0.05345105445785281
03251,2019,62.66,Niedersachsen,52.727439366186495,8.700992571619611,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,62.66,8735.397049028721,15.456642,258.0,15.0,121.0,90.0,102.65,110.55,200.88,17.700487,8.0,14622417.0,37.82531227909938,50.47574318137497,102.7,95.4,96.925,99.125,98.025,109.125,0.43488586564620846,-0.20512308093003806
